0.00000000000000e+000	8.19928825622776e-001
6.80933852140078e-003	8.19928825622776e-001
1.36186770428016e-002	8.19928825622776e-001
1.94552529182879e-002	8.19928825622776e-001
2.52918287937743e-002	8.19928825622776e-001
3.30739299610895e-002	8.19217081850534e-001
3.98832684824903e-002	8.19217081850534e-001
4.57198443579767e-002	8.19217081850534e-001
4.96108949416342e-002	8.19217081850534e-001
5.44747081712062e-002	8.19217081850534e-001
5.83657587548638e-002	8.18505338078292e-001
6.22568093385214e-002	8.18505338078292e-001
7.39299610894942e-002	8.17793594306050e-001
7.87937743190661e-002	8.17793594306050e-001
8.36575875486381e-002	8.17081850533808e-001
8.85214007782101e-002	8.16370106761566e-001
9.33852140077821e-002	8.16370106761566e-001
9.82490272373541e-002	8.16370106761566e-001
1.02140077821012e-001	8.15658362989324e-001
1.06031128404669e-001	8.14946619217082e-001
1.08949416342412e-001	8.14946619217082e-001
1.11867704280156e-001	8.14234875444840e-001
1.15758754863813e-001	8.14234875444840e-001
1.20622568093385e-001	8.13523131672598e-001
1.27431906614786e-001	8.12811387900356e-001
1.34241245136187e-001	8.12099644128114e-001
1.56614785992218e-001	8.08540925266904e-001
1.67315175097276e-001	8.07117437722420e-001
1.76070038910506e-001	8.05693950177936e-001
1.87743190661479e-001	8.04270462633452e-001
2.00389105058366e-001	8.01423487544484e-001
2.08171206225681e-001	8.00711743772242e-001
2.32490272373541e-001	7.95729537366548e-001
2.38326848249027e-001	7.94306049822064e-001
2.45136186770428e-001	7.92882562277580e-001
2.50972762645914e-001	7.91459074733096e-001
2.60700389105058e-001	7.89323843416370e-001
2.72373540856031e-001	7.85765124555160e-001
2.83073929961089e-001	7.83629893238434e-001
3.05447470817121e-001	7.77935943060498e-001
3.15175097276265e-001	7.75088967971530e-001
3.22957198443580e-001	7.72953736654804e-001
3.29766536964981e-001	7.70818505338078e-001
3.37548638132296e-001	7.68683274021352e-001
3.51167315175097e-001	7.64412811387900e-001
3.61867704280156e-001	7.60854092526690e-001
3.75486381322957e-001	7.56583629893238e-001
3.86186770428016e-001	7.52313167259786e-001
3.95914396887160e-001	7.49466192170819e-001
4.04669260700389e-001	7.45907473309609e-001
4.14396887159533e-001	7.43060498220641e-001
4.22178988326848e-001	7.39501779359431e-001
4.29961089494163e-001	7.36654804270463e-001
4.46498054474708e-001	7.30249110320285e-001
4.62062256809339e-001	7.23843416370107e-001
4.71789883268482e-001	7.19572953736655e-001
4.82490272373541e-001	7.15302491103203e-001
4.89299610894942e-001	7.12455516014235e-001
4.95136186770428e-001	7.10320284697509e-001
5.05836575875486e-001	7.04626334519573e-001
5.17509727626459e-001	7.00355871886121e-001
5.25291828793774e-001	6.96085409252669e-001
5.33073929961089e-001	6.92526690391459e-001
5.41828793774319e-001	6.88256227758007e-001
5.57392996108949e-001	6.81138790035587e-001
5.68093385214008e-001	6.75444839857651e-001
5.80739299610895e-001	6.69039145907473e-001
5.91439688715953e-001	6.63345195729537e-001
6.01167315175097e-001	6.57651245551601e-001
6.09922178988327e-001	6.54092526690391e-001
6.17704280155642e-001	6.49822064056940e-001
6.21595330739300e-001	6.47686832740214e-001
6.42996108949416e-001	6.36298932384342e-001
6.55642023346304e-001	6.29181494661922e-001
6.64396887159533e-001	6.24199288256228e-001
6.73151750972763e-001	6.19217081850534e-001
6.83852140077821e-001	6.12811387900356e-001
7.05252918287938e-001	6.00000000000000e-001
7.16926070038911e-001	5.93594306049822e-001
7.26653696498054e-001	5.87900355871886e-001
7.30544747081712e-001	5.84341637010676e-001
7.37354085603113e-001	5.80782918149466e-001
7.48054474708171e-001	5.74377224199288e-001
7.55836575875486e-001	5.69395017793594e-001
7.68482490272374e-001	5.60854092526690e-001
7.77237354085603e-001	5.55160142348754e-001
7.85019455252918e-001	5.50177935943061e-001
7.98638132295720e-001	5.40925266903915e-001
8.08365758754864e-001	5.35231316725979e-001
8.22957198443580e-001	5.24555160142349e-001
8.31712062256809e-001	5.18861209964413e-001
8.36575875486381e-001	5.16014234875445e-001
8.42412451361868e-001	5.11743772241993e-001
8.50194552529183e-001	5.06049822064057e-001
8.63813229571984e-001	4.96797153024911e-001
8.79377431906615e-001	4.85409252669039e-001
8.94941634241245e-001	4.74733096085409e-001
9.03696498054475e-001	4.69039145907473e-001
9.10505836575875e-001	4.63345195729537e-001
9.17315175097276e-001	4.58362989323843e-001
9.34824902723735e-001	4.44839857651246e-001
9.56225680933852e-001	4.29181494661922e-001
9.72762645914397e-001	4.16370106761566e-001
9.88326848249027e-001	4.04270462633452e-001
1.00097276264591e+000	3.92882562277580e-001
