-2.94695481335953e-003	6.45137614678899e-001
1.96463654223969e-002	6.44036697247706e-001
4.22396856581532e-002	6.42935779816514e-001
6.18860510805501e-002	6.42935779816514e-001
7.26915520628684e-002	6.41834862385321e-001
9.82318271119843e-002	6.37431192660550e-001
1.12966601178782e-001	6.35229357798165e-001
1.26719056974460e-001	6.34128440366972e-001
1.35559921414538e-001	6.31926605504587e-001
1.55206286836935e-001	6.27522935779816e-001
1.72888015717092e-001	6.23119266055046e-001
1.86640471512770e-001	6.19816513761468e-001
1.99410609037328e-001	6.16513761467890e-001
2.09233791748527e-001	6.14311926605504e-001
2.30844793713163e-001	6.06605504587156e-001
2.45579567779961e-001	6.01100917431193e-001
2.59332023575639e-001	5.96697247706422e-001
2.70137524557957e-001	5.92293577981651e-001
2.82907662082515e-001	5.88990825688073e-001
3.04518664047151e-001	5.79082568807339e-001
3.17288801571709e-001	5.72477064220184e-001
3.28094302554027e-001	5.68073394495413e-001
3.34970530451866e-001	5.65871559633027e-001
3.41846758349705e-001	5.62568807339449e-001
3.52652259332024e-001	5.57064220183486e-001
3.73280943025540e-001	5.47155963302752e-001
3.84086444007859e-001	5.40550458715596e-001
3.94891944990177e-001	5.35045871559633e-001
4.05697445972495e-001	5.29541284403670e-001
4.20432220039293e-001	5.21834862385321e-001
4.29273084479371e-001	5.17431192660550e-001
4.38113948919450e-001	5.11926605504587e-001
4.48919449901768e-001	5.05321100917431e-001
4.53831041257367e-001	5.00917431192661e-001
4.66601178781925e-001	4.93211009174312e-001
4.95088408644401e-001	4.76697247706422e-001
5.04911591355599e-001	4.70091743119266e-001
5.20628683693517e-001	4.59082568807339e-001
5.32416502946955e-001	4.51376146788991e-001
5.41257367387033e-001	4.43669724770642e-001
5.53045186640472e-001	4.35963302752294e-001
5.58939096267191e-001	4.31559633027523e-001
5.67779960707269e-001	4.26055045871560e-001
5.77603143418468e-001	4.19449541284404e-001
5.82514734774067e-001	4.15045871559633e-001
5.91355599214145e-001	4.08440366972477e-001
5.99214145383104e-001	4.02935779816514e-001
6.07072691552063e-001	3.96330275229358e-001
6.13948919449902e-001	3.90825688073394e-001
6.22789783889980e-001	3.84220183486238e-001
6.44400785854617e-001	3.67706422018349e-001
6.55206286836935e-001	3.58899082568807e-001
6.65029469548134e-001	3.50091743119266e-001
6.72888015717092e-001	3.44587155963303e-001
6.80746561886051e-001	3.36880733944954e-001
6.95481335952849e-001	3.26972477064220e-001
7.08251473477407e-001	3.14862385321101e-001
7.20039292730845e-001	3.04954128440367e-001
7.29862475442043e-001	2.96146788990826e-001
7.38703339882122e-001	2.89541284403670e-001
7.49508840864440e-001	2.80733944954128e-001
7.60314341846758e-001	2.70825688073395e-001
7.69155206286837e-001	2.63119266055046e-001
7.80943025540275e-001	2.53211009174312e-001
7.87819253438114e-001	2.45504587155963e-001
7.95677799607073e-001	2.38899082568807e-001
7.99607072691552e-001	2.34495412844037e-001
8.06483300589391e-001	2.28990825688073e-001
8.16306483300589e-001	2.20183486238532e-001
8.30058939096267e-001	2.05871559633028e-001
8.40864440078585e-001	1.98165137614679e-001
8.46758349705305e-001	1.90458715596330e-001
8.53634577603143e-001	1.86055045871560e-001
8.61493123772102e-001	1.78348623853211e-001
8.71316306483301e-001	1.69541284403670e-001
8.89980353634578e-001	1.50825688073395e-001
9.11591355599214e-001	1.31009174311927e-001
9.30255402750491e-001	1.13394495412844e-001
9.49901768172888e-001	9.35779816513762e-002
9.64636542239686e-001	8.03669724770642e-002
9.74459724950884e-001	7.04587155963303e-002
9.84282907662082e-001	6.16513761467890e-002
9.92141453831041e-001	5.50458715596330e-002
9.97053045186641e-001	4.84403669724771e-002
